Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
694.387,885.266,1405.7,1788.72,-12.918,1154.71,1.65
699.509,889.829,1408.8,1788.72,-12.8823,1149.87,1.66
704.639,894.383,1411.89,1788.72,-12.8467,1145.03,1.67
709.778,898.928,1414.99,1788.72,-12.8111,1140.2,1.68
714.924,903.463,1418.09,1788.72,-12.7756,1135.37,1.69
720.08,907.989,1421.18,1788.72,-12.7401,1130.54,1.7
725.243,912.506,1424.28,1788.72,-12.7047,1125.72,1.71
730.415,917.013,1427.38,1788.72,-12.6694,1120.9,1.72
735.594,921.511,1430.47,1788.72,-12.6342,1116.08,1.73
740.782,925.999,1433.57,1788.72,-12.599,1111.27,1.74
745.978,930.478,1436.67,1788.72,-12.5639,1106.46,1.75
751.182,934.948,1439.77,1788.72,-12.5289,1101.65,1.76
756.394,939.408,1442.86,1788.72,-12.4939,1096.85,1.77
761.614,943.86,1445.96,1788.72,-12.4591,1092.05,1.78
766.842,948.301,1449.06,1788.72,-12.4242,1087.25,1.79
772.077,952.734,1452.15,1788.72,-12.3895,1082.46,1.8
777.321,957.157,1455.25,1788.72,-12.3548,1077.67,1.81
782.572,961.571,1458.35,1788.72,-12.3202,1072.89,1.82
787.831,965.976,1461.44,1788.72,-12.2857,1068.11,1.83
793.098,970.371,1464.54,1788.72,-12.2512,1063.33,1.84
798.372,974.758,1467.64,1788.72,-12.2169,1058.55,1.85
803.655,979.135,1470.74,1788.72,-12.1825,1053.78,1.86
808.944,983.503,1473.83,1788.72,-12.1483,1049.01,1.87
814.242,987.861,1476.93,1788.72,-12.1141,1044.25,1.88
819.546,992.211,1480.03,1788.72,-12.08,1039.49,1.89
824.859,996.551,1483.12,1788.72,-12.046,1034.73,1.9
830.179,1000.88,1486.22,1788.72,-12.0121,1029.97,1.91
835.506,1005.2,1489.32,1788.72,-11.9782,1025.22,1.92
840.84,1009.52,1492.41,1788.72,-11.9444,1020.47,1.93
846.182,1013.82,1495.51,1788.72,-11.9106,1015.73,1.94
851.532,1018.12,1498.61,1788.72,-11.877,1010.99,1.95
856.888,1022.4,1501.71,1788.72,-11.8434,1006.25,1.96
862.252,1026.68,1504.8,1788.72,-11.8099,1001.52,1.97
867.623,1030.95,1507.9,1788.72,-11.7764,996.785,1.98
873.001,1035.2,1511,1788.72,-11.7431,992.057,1.99
878.386,1039.45,1514.09,1788.72,-11.7098,987.333,2
883.779,1043.69,1517.19,1788.72,-11.6766,982.611,2.01
889.178,1047.93,1520.29,1788.72,-11.6434,977.893,2.02
894.585,1052.15,1523.38,1788.72,-11.6104,973.179,2.03
899.998,1056.36,1526.48,1788.72,-11.5774,968.467,2.04
905.419,1060.57,1529.58,1788.72,-11.5445,963.759,2.05
910.846,1064.76,1532.68,1788.72,-11.5116,959.054,2.06
916.281,1068.95,1535.77,1788.72,-11.4788,954.353,2.07
921.722,1073.13,1538.87,1788.72,-11.4462,949.654,2.08
927.17,1077.29,1541.97,1788.72,-11.4135,944.959,2.09
932.624,1081.45,1545.06,1788.72,-11.381,940.267,2.1
938.086,1085.61,1548.16,1788.72,-11.3485,935.579,2.11
943.554,1089.75,1551.26,1788.72,-11.3161,930.893,2.12
949.029,1093.88,1554.35,1788.72,-11.2838,926.211,2.13
954.511,1098.01,1557.45,1788.72,-11.2516,921.532,2.14
959.999,1102.12,1560.55,1788.72,-11.2194,916.856,2.15
965.494,1106.23,1563.65,1788.72,-11.1873,912.183,2.16
970.995,1110.33,1566.74,1788.72,-11.1553,907.514,2.17
976.503,1114.42,1569.84,1788.72,-11.1233,902.848,2.18
982.017,1118.5,1572.94,1788.72,-11.0915,898.184,2.19
987.538,1122.57,1576.03,1788.72,-11.0597,893.525,2.2
993.065,1126.63,1579.13,1788.72,-11.028,888.868,2.21
998.599,1130.69,1582.23,1788.72,-10.9963,884.214,2.22
1004.14,1134.73,1585.32,1788.72,-10.9648,879.564,2.23
1009.69,1138.77,1588.42,1788.72,-10.9333,874.916,2.24
